Register #,Annual DFO # (discontinued),Glide #,Country,Other,Nations, Affected,Detailed Locations (click on active links to access inundation extents),Validation (post event #3503),Began,Ended,Duration in Days,Dead,Displaced,Damage (USD),Main cause,Severity *,Affected sq km,Magnitude (M)**,Centroid X,Centroid Y,"""News"" if validated",M>6,Total annual floods M>6,M>4,Total annual floods M>4,Date Began,Total floods M>6,Total floods M>4,,,,,,
1509,30,0,Peru,0,#N/A,#N/A,Loreto province - Iquitos,0,13-May-99,24-May-99,12,4,250000,,Brief torrential rain,1,184577.68,6.3,-69.9695,-3.40199,,1,7,1,26,13-May-99,353,1382,,,,,,
1508,29,0,China,0,#N/A,#N/A,"Hunan Province - ChangshaJiangxi Province - 19 villages",0,18-May-99,21-May-99,4,3,69200,,Heavy rain,1,100713.39,5.6,111.865,31.4841,,0,6,1,25,18-May-99,352,1381,,,,,,
1507,28,0,Switzerland,Germany,#N/A,#N/A,"Cities/towns: Berne, Rheinfelden, Basel, Zurich, Karlsruhe",0,12-May-99,17-May-99,6,2,0,"33,000,000",Heavy rain,2,79469.33,6.0,8.09713,48.9515,,0,6,1,24,12-May-99,352,1380,,,,,,
1506,27,0,USA,0,#N/A,#N/A,"Eastern Colorado - La Junta, Pueblo, Colorado Springs, Fort Collins. Counties: Otero, Crowley, Bent, Las Animas",0,29-Apr-99,6-May-99,8,0,450,"5,000,000",Heavy rain,2,58491.35,6.0,-106.211,40.5341,,0,6,1,23,29-Apr-99,352,1379,,,,,,
1505,26,0,Sri Lanka,0,#N/A,#N/A,Colombo District; western and south-western coast,0,17-Apr-99,22-Apr-99,6,6,200000,,Heavy rain,1,19024.24,5.1,80.6769,7.44822,,0,6,1,22,17-Apr-99,352,1378,,,,,,
1504,25,0,Phillipines,0,#N/A,#N/A,"Mindinao - Compostela Valley Province, Davao del Norte",0,15-Apr-99,21-Apr-99,7,11,200,,Heavy rain,1,27207.35,5.3,126.304,8.22671,,0,6,1,21,15-Apr-99,352,1377,,,,,,
1503,24,0,Belarus,0,#N/A,#N/A,"Brest, Gomel, Minsk regions",0,7-Mar-99,10-Apr-99,35,0,2000,"2,277,778",Snowmelt,1,130388.15,6.7,25.9533,52.406,,1,6,1,20,07-Mar-99,352,1376,,,,,,
1502,23,0,Columbia,0,#N/A,#N/A,"Departments: Cordoba, Cauca, Narino, Valle, Cundinamarco and the capital Bogota",0,9-Apr-99,15-Apr-99,7,26,300,"3,000",Heavy rain,1,360327.85,6.4,-71.5096,2.72862,,1,5,1,19,09-Apr-99,351,1375,,,,,,
1501,22,0,USA,0,#N/A,#N/A,North Dakota - Grand Forks,0,1-Apr-99,14-Apr-99,14,0,0,,Snowmelt,1,9610.7,5.1,-97.211,48.7569,,0,4,1,18,01-Apr-99,350,1374,,,,,,
1500,21,0,Bolivia,0,#N/A,#N/A,"Rurrenabaque, San Buenaventura, San Carlos",0,15-Mar-99,18-Mar-99,4,0,1000,,Heavy rain,1,285348.93,6.1,-66.7448,-12.6952,,1,4,1,17,15-Mar-99,350,1373,,,,,,
1499,20,0,Australia,0,#N/A,#N/A,"Western Australia - Exmouth, Onslow",0,15-Mar-99,21-Mar-99,7,0,1000,,Extra-tropical cyclone,1,57804.48,5.6,116.293,-22.4264,,0,3,1,16,15-Mar-99,349,1372,,,,,,
1498,19,0,UK,0,#N/A,#N/A,"North and East Yorkshire. Towns: Malton,Old Malton, Norton, Pickering, Stamford Bridge, Elvington",0,7-Mar-99,13-Mar-99,7,0,800,"32,583,904",Heavy rain,2,8304.1,5.1,-0.566246,54.0603,,0,3,1,15,07-Mar-99,349,1371,,,,,,
1497,18,0,Mozambique,0,#N/A,#N/A,"Central area and four southern provinces (Inhambane, Sofala, Tete and Zambezi). Towns: Vilankulo, Inhassoro, Maputo",0,15-Jan-99,15-Mar-99,60,15,200000,"12,400,000",Heavy rain,2,127726.03,7.2,33.4679,-23.2947,,1,3,1,14,15-Jan-99,349,1370,,,,,,
1496,17,0,Romania,Hungary,#N/A,#N/A,"Romania - Timisoara, west Carpathian region of BihorHungary - northern and eastern agricultural heartland, Tisza valleyUkraine - Zakarpattia and Lutsk regions",0,21-Feb-99,18-Mar-99,26,2,8000,,Heavy rain,2,115184.25,6.8,25.2381,49.2392,,1,2,1,13,21-Feb-99,348,1369,,,,,,
1495,16,0,Columbia,0,#N/A,#N/A,"Nationwide state of emergency, Choco Province",0,18-Feb-99,27-Feb-99,10,16,20000,,Heavy rain,1,72042.07,5.9,-74.7482,6.03141,,0,1,1,12,18-Feb-99,347,1368,,,,,,
1494,15,0, Peru,0,#N/A,#N/A,Four rivers overflowed in Amazon department of Loreto,0,20-Feb-99,24-Feb-99,5,36,40000,,Heavy rain,1,107432.01,5.7,-74.7936,-5.50598,,0,1,1,11,20-Feb-99,347,1367,,,,,,
1493,14,0,Philippines,0,#N/A,#N/A,"Mindanao - Province of Lanao del Norte, Iligan city, Kauswagan, Linamon, Bacolod",0,20-Feb-99,22-Feb-99,3,39,2700,,Brief torrential rain,2,27978.33,5.2,125.997,7.916,,0,1,1,10,20-Feb-99,347,1366,,,,,,
1492,13,0,Thailand,0,#N/A,#N/A,"Southern Provinces - Nakron, Srithammarat, Surat, Thami, Songkhla",0,9-Feb-99,13-Feb-99,5,3,20000,,Heavy rain,1,117753.3,5.8,102.126,15.5463,,0,1,1,9,09-Feb-99,347,1365,,,,,,
1491,12,0,Indonesia,0,#N/A,#N/A,"SE Sulawesi - LasuSua Sub DistrictNorth Sumatra - Langkat, Tanjung Morawa and Tebing Tinggi districts",0,9-Feb-99,14-Feb-99,6,2,2000,,Monsoonal rain,1,136488.28,5.9,102.854,-0.357822,,0,1,1,8,09-Feb-99,347,1364,,,,,,
1490,11,0,Australia,0,#N/A,#N/A,"Southeast Queensland - Gympie, Toowoomba, Beenleigh, and Brisbane districts",0,6-Feb-99,12-Feb-99,7,7,1400,"300,000,000",Monsoonal rain,2,322868.72,6.7,151.005,-26.4204,,1,1,1,7,06-Feb-99,347,1363,,,,,,
1489,10,0,Phillipines,0,#N/A,#N/A,"Mindanao - Bhutuan, Agusan del Norte, Agusan del Sur, Surigao del Norte, Surigao del Sur",0,4-Feb-99,8-Feb-99,5,24,500000,"3,200,000",Brief torrential rain,1,42062.1,5.3,126.134,8.1918,,0,0,1,6,04-Feb-99,346,1362,,,,,,
1488,9,0,South Africa,0,#N/A,#N/A,"Eastern Coast, KwaZulu-Natal Province",0,4-Feb-99,7-Feb-99,4,7,5000,,Heavy rain,1,75253.95,5.5,29.8759,-30.5573,,0,0,1,5,04-Feb-99,346,1361,,,,,,
1487,8,0,USA,0,#N/A,#N/A,"Texas - Burkeville, West Vernon, Desoto, Beaureguard Parish",0,1-Feb-99,5-Feb-99,5,0,0,,Heavy rain,1,56744.18,5.5,-94.7091,32.2778,,0,0,1,4,01-Feb-99,346,1360,,,,,,
1486,7,0,USA,0,#N/A,#N/A,36180,0,4-Jan-99,10-Jan-99,7,0,0,200,0,1,21898.24,5.2,-82.9781,40.092,,0,0,1,3,04-Jan-99,346,1359,,,,,,
1485,6,0,USA,0,#N/A,#N/A,36184,0,4-Jan-99,10-Jan-99,7,0,0,,0,1,18264.99,5.1,-86.4337,39.2186,,0,0,1,2,04-Jan-99,346,1358,,,,,,
1484,5,0, Fiji,0,#N/A,#N/A,36183,0,7-Jan-99,10-Jan-99,4,0,0,"2,000,000",0,1,6286.31,4.4,179.037,-18.0546,,0,0,1,1,07-Jan-99,346,1357,,,,,,
1483,4,0,UK,0,#N/A,#N/A,36166,0,20-Dec-98,21-Dec-98,2,0,0,,0,1,8195.08,4.2,-2.92996,56.0881,,0,47,1,179,20-Dec-98,346,1356,,,,,,
1482,3,0,Honduras,0,#N/A,#N/A,36170,0,20-Dec-98,21-Dec-98,2,0,0,,0,1,16546.85,4.5,-87.3203,15.5233,,0,47,1,178,20-Dec-98,346,1355,,,,,,
1481,2,0,Malaysia,0,#N/A,#N/A,36168,0,20-Dec-98,21-Dec-98,2,0,0,,0,1,72079.7,5.2,103.263,4.28471,,0,47,1,177,20-Dec-98,346,1354,,,,,,
1480,1,0,Sri Lanka,0,#N/A,#N/A,36167,0,20-Dec-98,20-Dec-98,1,0,0,,0,1,21112.23,4.3,81.3665,7.95553,,0,47,1,176,20-Dec-98,346,1353,,,,,,
1479,184,0,USA,0,#N/A,#N/A,"Oregon, Washington",0,27-Dec-98,30-Dec-98,4,0,70,,Heavy rain,1,105292.02,5.6,-121.499,45.7332,,0,47,1,175,27-Dec-98,346,1352,,,,,,
1478,183,0,Indonesia,0,#N/A,#N/A,West Java Province,0,27-Dec-98,31-Dec-98,5,0,9600,,Brief torrential rain,1,46298.26,5.4,107.063,-6.83999,,0,47,1,174,27-Dec-98,346,1351,,,,,,
1477,182,0,Congo,0,#N/A,#N/A,Northeast Likouala region,0,24-Nov-98,30-Nov-98,7,0,20000,,Heavy rain,1,59066.92,5.6,18.9616,-3.8614,,0,47,1,173,24-Nov-98,346,1350,,,,,,
1476,181,0,Honduras,0,#N/A,#N/A,"San Pedro, Sula, Chamelecon, Choloma, Puerto Cortes",0,27-Nov-98,30-Nov-98,4,0,20000,,Heavy rain,1,18006.15,4.9,-86.9888,15.4994,,0,47,1,172,27-Nov-98,346,1349,,,,,,
1475,180,0,Vietnam,0,#N/A,#N/A,"Provinces - Binh Dinh, Quang Ngai",0,25-Nov-98,25-Nov-98,1,49,0,"30,000,000",Tropical cyclone,1,9572.84,4.0,108.779,14.4466,,0,47,0,171,25-Nov-98,346,1348,,,,,,
1474,179,0,Vietnam,0,#N/A,#N/A,Quang Nam-Da Nang Province,0,19-Nov-98,24-Nov-98,6,90,2000000,"22,000,000",Tropical cyclone,1,10722.75,4.8,107.967,15.6947,,0,47,1,171,19-Nov-98,346,1348,,,,,,
1473,178,0,Indonesia,0,#N/A,#N/A,East and West Nusa Tenggara,0,17-Nov-98,22-Nov-98,6,15,12000,,Tropical cyclone,1,56182.25,5.5,118.66,-8.57047,,0,47,1,170,17-Nov-98,346,1347,,,,,,
1472,177,0,Somalia,0,#N/A,#N/A,Middle Juba Region,0,18-Nov-98,30-Nov-98,13,0,300,,Heavy rain,1,8692.64,5.1,42.9558,0.917951,,0,47,1,169,18-Nov-98,346,1346,,,,,,
1471,176,0,Vietnam,0,#N/A,#N/A,Central Provinces,0,13-Nov-98,16-Nov-98,4,17,0,"17,000,000",Heavy rain,1,25144.53,5.0,107.783,15.9397,,0,47,1,168,13-Nov-98,346,1345,,,,,,
1470,175,0,USA,0,#N/A,#N/A,Texas - Montgomery County,0,13-Nov-98,15-Nov-98,3,0,100,,Heavy rain,1,15178.46,4.7,-95.4957,30.8786,,0,47,1,167,13-Nov-98,346,1344,,,,,,
1469,174,0,Mozambique,0,#N/A,#N/A,Central - Beria,0,1-Nov-98,10-Nov-98,10,2,0,,Heavy rain,1,78988.22,5.9,34.3905,-19.7957,,0,47,1,166,01-Nov-98,346,1343,,,,,,
1468,173,0,Dominican Republic,0,#N/A,#N/A,"Neita, Bonad, Santiago, Montecristi, Masi",0,10-Nov-98,12-Nov-98,3,2,200,,Heavy rain,1,32651.28,5.0,-70.7941,19.0446,,0,47,1,165,10-Nov-98,346,1342,,,,,,
1467,172,0,Ukraine,Slovakia,#N/A,#N/A,"Ukraine - Carpithian regionNortheast Hungary",0,5-Nov-98,23-Nov-98,19,16,25000,"3,000,000",Heavy rain,2,91277.04,6.5,23.4563,48.1222,,1,47,1,164,05-Nov-98,346,1341,,,,,,
1466,171,0,Germany,0,#N/A,#N/A,"Germany - Lower Saxony, Southern Bavaria",0,31-Oct-98,17-Nov-98,18,3,0,,Heavy rain,1,79672.26,6.2,8.67822,51.1161,,1,46,1,163,31-Oct-98,345,1340,,,,,,
1465,170,0,USA,0,#N/A,#N/A,"Southeast Kansas - Wichita, AugustaNortheast Oklahoma",0,30-Oct-98,31-Oct-98,2,1,2000,"37,000,000",Heavy rain,1,50302.57,5.0,-95.4115,36.7439,,0,45,1,162,30-Oct-98,344,1339,,,,,,
1464,169,0,Honduras,Panama,#N/A,#N/A,Carribean Coast,0,24-Oct-98,5-Nov-98,13,11000,2000000,,Brief torrential rain,2,241305.54,6.8,-83.9413,12.1801,,1,45,1,161,24-Oct-98,344,1338,,,,,,
1463,168,0,Taiwan,0,#N/A,#N/A,0,0,23-Oct-98,24-Oct-98,2,156,400000,"55,000,000",Heavy rain,1,24807.76,4.7,121.152,23.658,,0,44,1,160,23-Oct-98,343,1337,,,,,,
1462,167,0,Vietnam,0,#N/A,#N/A,"Provinces - Khanh Hoa, Binh Dinh, Quang Ngai, Ninh Thuan, Phu Yen",0,16-Oct-98,23-Oct-98,8,42,0,"13,700,000",Heavy rain,1,24646.47,5.3,109.082,13.3286,,0,44,1,159,16-Oct-98,343,1336,,,,,,
1461,166,0,UK,0,#N/A,#N/A,Wales and Southwest England,0,22-Oct-98,24-Oct-98,3,11,400,,Heavy rain,1,52224.22,5.2,-3.35863,51.6904,,0,44,1,158,22-Oct-98,343,1335,,,,,,
1460,165,0,Ghana,0,#N/A,#N/A,Accra,0,19-Oct-98,24-Oct-98,6,3,0,,Heavy rain,1,25281.98,5.2,-0.150337,5.93195,,0,44,1,157,19-Oct-98,343,1334,,,,,,
1459,164,0,USA,0,#N/A,#N/A,"Texas - San Antonio, New Braunfels",0,17-Oct-98,23-Oct-98,7,29,5300,"1,000,000,000",Heavy rain,2,20712.8,5.5,-98.3901,29.4084,,0,44,1,156,17-Oct-98,343,1333,,,,,,
1458,163,0,Brazil,0,#N/A,#N/A,Parana State - Uniao da Vitoria,0,3-Oct-98,14-Oct-98,12,0,8500,,Heavy rain,1,119111.56,6.2,-51.261,-25.2628,,1,44,1,155,03-Oct-98,343,1332,,,,,,
1457,162,0,India,0,#N/A,#N/A,Andhra Pradesh State,0,1-Oct-98,20-Oct-98,20,230,80000,"530,000,000",Heavy rain,1,194230.08,6.6,79.4042,16.1464,,1,43,1,154,01-Oct-98,342,1331,,,,,,
1456,161,0,Philippines,Taiwan,#N/A,#N/A,0,0,13-Oct-98,17-Oct-98,5,48,30000,,Tropical cyclone,1,70498.49,5.5,121.589,16.9811,,0,42,1,153,13-Oct-98,341,1330,,,,,,
1455,160,0,Iran,0,#N/A,#N/A,Caspian Sea Coast,0,3-Oct-98,9-Oct-98,7,8,0,,Heavy rain,1,37475.38,5.4,54.2367,37.142,,0,42,1,152,03-Oct-98,341,1329,,,,,,
1454,159,0,Nigeria,0,#N/A,#N/A,Western Kwara State,0,12-Oct-98,18-Oct-98,7,0,110000,,Heavy rain,1,29086.58,5.3,4.48983,8.84162,,0,42,1,151,12-Oct-98,341,1328,,,,,,
1453,158,0,Algeria,0,#N/A,#N/A,"Hachima, Bouria, Bechloul",0,23-Sep-98,24-Sep-98,2,1,700,,Brief torrential rain,1,15756.75,4.5,4.12995,35.8403,,0,42,1,150,23-Sep-98,341,1327,,,,,,
1452,157,0,Benin,0,#N/A,#N/A,Northern Benin,0,1-Sep-98,24-Sep-98,24,5,5500,,Heavy rain,1,63075.85,6.2,2.31523,11.0162,,1,42,1,149,01-Sep-98,341,1326,,,,,,
1451,156,0,Japan,0,#N/A,#N/A,Shikoku - Kochi,0,30-Sep-98,2-Oct-98,3,6,2200,,Brief torrential rain,2,9471.48,4.8,134.163,33.3288,,0,41,1,148,30-Sep-98,340,1325,,,,,,
1450,155,0,South Korea,0,#N/A,#N/A,Southern Korean Peninsula,0,27-Sep-98,1-Oct-98,5,19,2376,,Tropical cyclone,1,39190.11,5.3,127.577,35.5953,,0,41,1,147,27-Sep-98,340,1324,,,,,,
1449,154,0,Liberia,0,#N/A,#N/A,Grand Capemount Province,0,17-Sep-98,2-Oct-98,16,8,5000,,Heavy rain,1,5936.01,5.0,-10.9621,7.05753,,0,41,1,146,17-Sep-98,340,1323,,,,,,
1448,153,0,USA,0,#N/A,#N/A,Missouri - Kansas City,0,6-Oct-98,7-Oct-98,2,11,0,"50,000,000",Heavy rain,1,6064.27,4.1,-94.1557,38.9567,,0,41,1,145,06-Oct-98,340,1322,,,,,,
1447,152,0,USA,0,#N/A,#N/A,"Florida, Mississippi, Alabama, Louisiana",0,15-Sep-98,16-Sep-98,2,4,0,"250,000,000",Tropical cyclone,1,214764.31,5.6,-87.05,30.6642,,0,41,1,144,15-Sep-98,340,1321,,,,,,
1446,151,0,Dominican Republic,Haiti,#N/A,#N/A,0,0,21-Sep-98,22-Sep-98,2,353,11140,,Tropical cyclone,1,67469.38,5.1,-70.8401,18.6733,,0,41,1,143,21-Sep-98,340,1320,,,,,,
1445,150,0,Phillipines,0,#N/A,#N/A,"Luzon - Pampanga Province - Lubao, Sasmuan, Guagua, Santo Rita",0,17-Sep-98,19-Sep-98,3,27,70512,,Heavy rain,1,3669.43,4.0,120.781,15.0247,,0,41,1,142,17-Sep-98,340,1319,,,,,,
1444,149,0,India,0,#N/A,#N/A,"States - Maharashta, Gujarat - Surat, Hazira, Nashik, Jalgaon",0,16-Sep-98,18-Sep-98,3,12,50000,,"Dam/Levy, break or release",1,214517.36,5.8,74.4164,20.4037,,0,41,1,141,16-Sep-98,340,1318,,,,,,
1443,148,0,Croatia,0,#N/A,#N/A,Northern Croatia,0,15-Sep-98,16-Sep-98,2,0,0,"10,000,000",Heavy rain,1,20621.49,4.6,16.833,45.7638,,0,41,1,140,15-Sep-98,340,1317,,,,,,
1442,147,0,Belgium,Netherlands,#N/A,#N/A,"Antwerp, Dutch lowlands, Brabant province, Liege, Voeren, Wallonia, Truiden, Aarschot",0,14-Sep-98,16-Sep-98,3,1,400,,Heavy rain,2,26853.61,5.2,4.98754,51.0242,,0,41,1,139,14-Sep-98,340,1316,,,,,,
1441,146,0,USA,0,#N/A,#N/A,"Texas - Houston Louisiana - New Orleans, Freeport, Angleton",0,11-Sep-98,14-Sep-98,4,1,17,,Tropical cyclone,1,60557.25,5.4,-92.5707,29.6764,,0,41,1,138,11-Sep-98,340,1315,,,,,,
1440,145,0,Russia,0,#N/A,#N/A,Republic of Birobijan,0,7-Sep-98,7-Sep-98,1,0,0,,Heavy rain,1,36019.2,4.6,132.906,48.5204,,0,41,1,137,07-Sep-98,340,1314,,,,,,
1439,144,0,Niger,0,#N/A,#N/A,"Niamey, Mokko",0,5-Sep-98,9-Sep-98,5,0,20000,,Heavy rain,1,111379.28,5.7,2.69808,13.7574,,0,41,1,136,05-Sep-98,340,1313,,,,,,
1438,143,0,Mexico,Guatamala,#N/A,#N/A,"Tonala, Mapastepec, Tapachula, Motozintla, Sinaloa, Los Cabos region, Los Mochis Empalme, San Bernardina, Guaymos, Sonoro, Chiapas, San Lucar",0,3-Sep-98,12-Sep-98,10,407,400000,"3,000,000,000",Tropical cyclone,2,447483.11,7.0,-92.6243,15.978,,1,41,1,135,03-Sep-98,340,1312,,,,,,
1437,142,0,USA,0,#N/A,#N/A,"Florida, Georgia - St. Helena and St. George's Barrier Islands, Panama City, Albany, Tifton",0,3-Sep-98,3-Sep-98,1,3,65,"50,000,000",Brief torrential rain,1,29738.8,4.5,-84.6151,30.511,,0,40,1,134,03-Sep-98,339,1311,,,,,,
1436,141,0,Tibet,Nepal,#N/A,#N/A,"Lhasa, Xigaze, Loka, Nyingchi, Sangha, Syangja districts",0,28-Aug-98,31-Aug-98,4,156,8000,,Heavy rain,1,215634.54,5.9,86.8106,29.24,,0,40,1,133,28-Aug-98,339,1310,,,,,,
1435,140,0,Sudan,0,#N/A,#N/A,"States - Kassala, Khartoum - Berber, Shandi, Adammer provinces, Damer region, Bor district, Artoli island",0,28-Aug-98,10-Sep-98,14,25,816000,"40,000,000",Heavy rain,2,326113.13,7.0,34.2833,17.1112,,1,40,1,132,28-Aug-98,339,1309,,,,,,
1434,139,0,Japan,0,#N/A,#N/A,"Honshu - Ibaraki, Tochigi, Fukushima, Aomori, Iwate, Akita",0,28-Aug-98,2-Sep-98,6,21,2000,,Brief torrential rain,1,73841.41,5.6,140.77,38.6122,,0,39,1,131,28-Aug-98,338,1308,,,,,,
1433,138,0,USA,0,#N/A,#N/A,"North Carolina - Cape Fear, Wilmington, Leland, Washington",0,27-Aug-98,29-Aug-98,3,2,17000,"1,000,000,000",Tropical cyclone,1,42372.92,5.1,-77.4251,35.0976,,0,39,1,130,27-Aug-98,338,1307,,,,,,
1432,137,0,USA,Mexico,#N/A,#N/A,"Texas - Laredo, El Cenizo, Rio Bravo, Del RioMexico - Ciudad, Acura",0,22-Aug-98,27-Aug-98,6,17,1750,,Tropical cyclone,2,90194.84,6.0,-98.3212,26.56,,1,39,1,129,22-Aug-98,338,1306,,,,,,
1431,136,0,Nigeria,0,#N/A,#N/A,"Okumi, Kano",0,15-Aug-98,16-Aug-98,2,15,5000,,Heavy rain,1,39717.53,4.9,8.9692,11.8968,,0,38,1,128,15-Aug-98,337,1305,,,,,,
1430,135,0,Ethiopia,0,#N/A,#N/A,Gambella region,0,10-Aug-98,17-Aug-98,8,3,66000,,Brief torrential rain,1,28907.15,5.4,34.023,7.75432,,0,38,1,127,10-Aug-98,337,1304,,,,,,
1429,134,0,Yemen,0,#N/A,#N/A,"Siham valley, Red Sea port, Hodeida, Ibb, Abin, Marib, Sanaa, Lahaj",0,14-Aug-98,30-Aug-98,17,70,240,,Brief torrential rain,1,128410.56,6.3,44.4596,14.8371,,1,38,1,126,14-Aug-98,337,1303,,,,,,
1428,133,0,China,0,#N/A,#N/A,"Provinces - Heilongjiang, Inner Mongolia, Liaoning - Harbin, Qigihaer, Dorbenxin, Akso, Dorbod, Xingzhan, Guqia",0,8-Aug-98,14-Sep-98,38,89,2160000,"964,000,000",Heavy rain,2,620830.18,7.7,123.35,46.5755,,1,37,1,125,08-Aug-98,336,1302,,,,,,
1427,132,0,Russia,0,#N/A,#N/A,Southern Siberia - Chita region,0,12-Aug-98,13-Aug-98,2,0,16000,,Heavy rain,1,168600.45,5.5,117.806,52.2417,,0,36,1,124,12-Aug-98,335,1301,,,,,,
1426,131,0,Turkey,0,#N/A,#N/A,"Provinces - Trabzon, Rize",0,10-Aug-98,11-Aug-98,2,50,0,,Brief torrential rain,1,8224.46,4.2,40.2558,40.8863,,0,36,1,123,10-Aug-98,335,1300,,,,,,
1425,130,0,USA,0,#N/A,#N/A,"North Central Indiana - Marion, Elm, Grove, Grant, Blackford counties South Wisconsin - Waukesha, Sheboygan, Wauwatosa, Milwaukee, Brown Deer, Boots Creek",0,4-Aug-98,6-Aug-98,3,2,600,"20,000,000",Brief torrential rain,2,54155.77,5.5,-88.0318,42.211,,0,36,1,122,04-Aug-98,335,1299,,,,,,
1424,129,0,North Korea,South Korea,#N/A,#N/A,"Challa province, Chiri Mountains, Changhung, Seoul, Kyonggi Province, Boen, Donguchon, S.Hamgyong Province, Mundock, Sinjung, Riwon",0,31-Jul-98,1-Aug-98,2,273,209000,"868,000,000",Brief torrential rain,2,75174.08,5.5,127.087,38.2982,,0,36,1,121,31-Jul-98,335,1298,,,,,,
1423,128,0,Poland,0,#N/A,#N/A,"Klodzke, Dusznica, Orlickie Mountains, Sudetes, Dusziniki, Szczytna, Polanica, Szalejow, Klodzko, Dolny",0,23-Jul-98,27-Jul-98,5,9,1200,,Heavy rain,1,13180.01,4.8,19.1174,49.8767,,0,36,1,120,23-Jul-98,335,1297,,,,,,
1422,127,0,Indonesia,0,#N/A,#N/A,"Java - Yapen, Waropen, Abepura districts - Irian, Jaya, Klaimantan provinces",0,23-Jul-98,26-Jul-98,4,26,0,,Brief torrential rain,1,68599.81,5.4,112.885,-7.16691,,0,36,1,119,23-Jul-98,335,1296,,,,,,
1421,126,0,Czech Republic,0,#N/A,#N/A,East Bohemia - Rychnov District,0,23-Jul-98,24-Jul-98,2,6,0,"3,180,000",Heavy rain,1,11.9565,1.4,19.3608,48.8573,,0,36,0,118,23-Jul-98,335,1295,,,,,,
1420,125,0,Slovakia,0,#N/A,#N/A,"Presov and Sabinov districts, Saris highlands, Levoca Mounntains",0,20-Jul-98,24-Jul-98,5,47,3618,"24,500,000",Brief torrential rain,1,4900.81,4.4,20.8647,48.8353,,0,36,1,118,20-Jul-98,335,1295,,,,,,
1419,124,0,Australia,0,#N/A,#N/A,"New South Wales - Lachlan, MacIntyre, Macquarie, Hunter, Nepean, Barwon, Tamworth, Wollongong, Gunnedah, Hexham, Forbes, Mungindi, Dubbo, Bathurst, Narrabi, Warren, Hinton, Wee Waa, Pilliga District",0,19-Jul-98,10-Sep-98,54,1,6300,"100,000,000",Brief torrential rain,2,146391.32,7.2,149.072,-31.4627,,1,36,1,117,19-Jul-98,335,1294,,,,,,
1418,123,0,Uganda,0,#N/A,#N/A,Apac district - Lake Kwania,0,20-Jul-98,24-Jul-98,5,0,20000,,Heavy rain,1,3408.41,4.2,32.7263,0.648437,,0,35,1,116,20-Jul-98,334,1293,,,,,,
1417,122,0,Sri Lanka,0,#N/A,#N/A,"Colombo, Galle, Kalutara, Gampaha",0,17-Jul-98,20-Jul-98,4,1,12500,,Brief torrential rain,1,5703.44,4.4,80.2213,7.38157,,0,35,1,115,17-Jul-98,334,1292,,,,,,
1416,121,0,Russia,0,#N/A,#N/A,Far East - Magadan region,0,19-Jul-98,20-Jul-98,2,0,56,,Heavy rain,1,102657.49,5.3,150.45,61.4991,,0,35,1,114,19-Jul-98,334,1291,,,,,,
1415,120,0,Somalia,0,#N/A,#N/A,Balad,0,13-Jul-98,17-Jul-98,5,0,500,,Heavy rain,1,65726.76,5.5,45.5127,3.04611,,0,35,1,113,13-Jul-98,334,1290,,,,,,
1414,119,0,Kyrgyzstan, Uzbekistan,#N/A,#N/A,"Uzbekistan - Shakhimardan district Kyrgyzstan - Kadamzhai district",0,8-Jul-98,8-Jul-98,1,93,14000,,"Dam/Levy, break or release",1,529.582,2.7,63.3028,45.5457,,0,35,0,112,08-Jul-98,334,1289,,,,,,
1413,118,0,Bangaldesh,India,#N/A,#N/A,"Bangaldesh - Dhemaji, Nalbari, Sirajganj, Netrokana, Rangpur, Khagrachhari, Magura, Pabna, Dhaka, Dhubri, Madlda, Faridpur, Manikganj, Gai, Bandha, Bogra, Jamlpur, Chittagong, Manikganj, Chandpur, BurigangaIndia - Uttar Pradesh, Assam, West Bengal, Bihar",0,5-Jul-98,22-Sep-98,80,2632,25000000,"3,400,000,000",Monsoonal rain,2,116176.66,7.3,91.8551,25.9513,,1,35,1,112,05-Jul-98,334,1289,,,,,,
1412,117,0,Mexico,0,#N/A,#N/A,"States - Mexico, Puebla - Acapulco",0,2-Jul-98,3-Jul-98,2,1,520,,Heavy rain,1,78599.82,5.2,-98.8272,18.0078,,0,34,1,111,02-Jul-98,333,1288,,,,,,
1411,116,0,New Zealand,0,#N/A,#N/A,"North Island, N.South Island - Wellington, Waikato district, Nelson, Marlborough, Bay of Plenty, Taranaki, Maitai",0,30-Jun-98,20-Jul-98,21,0,40,"2,600,000",Heavy rain,2,90967.35,6.6,174.495,-40.5821,,1,34,1,110,30-Jun-98,333,1287,,,,,,
1410,115,0,Vietnam,0,#N/A,#N/A,"Provinces - Yen Bai, Tuyen Quang, Lao Cai, Ninh Thuan",0,28-Jun-98,11-Jul-98,14,4,12000,,Heavy rain,1,28276.08,5.6,105.344,21.5645,,0,33,1,109,28-Jun-98,332,1286,,,,,,
1409,114,0,USA,0,#N/A,#N/A,"Vermont - Addison, Chittenden, Franklin, Lamoille, Orange, Rutland, Washington, Window, Ayers Brook, Randolph, Mad River, Moretown, White River, West Hartford",0,24-Jun-98,1-Jul-98,8,21,11000,"469,000,000",Brief torrential rain,2,18116.79,5.5,-71.8819,44.1768,,0,33,1,108,24-Jun-98,332,1285,,,,,,
